Date Reported,DR Number,Date Occurred,Time Occurred,Area,Area Name,RD,Crime Code,Crime Code Description,Status,Status Description,Location,Cross Street,Lat and Long
10/8/2016 12:00,162000933,10/8/2016 12:00,2150,20,Olympic,2064,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",AA,Adult Arrest,1107 S  NORMANDIE                    AV,,"(34.0509, -118.3)"
1/23/2016 12:00,162005070,1/23/2016 12:00,2115,20,Olympic,2036,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",IC,Invest Cont,3069 W  8TH                          ST,,"(34.0578, -118.2916)"
6/5/2016 12:00,161812150,6/4/2016 12:00,2345,18,Southeast,1863,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",IC,Invest Cont,11822    AVALON                       BL,,"(33.9265, -118.2652)"
7/27/2016 12:00,161713978,7/26/2016 12:00,2130,17,Devonshire,1785,440,THEFT PLAIN - PETTY ($950 & UNDER),IC,Invest Cont,8830    ETIWANDA                     AV,,"(34.2308, -118.5324)"
5/6/2016 12:00,160509804,5/5/2016 12:00,800,5,Harbor,506,510,VEHICLE - STOLEN,IC,Invest Cont,1625 W  219TH                        ST,,"(33.8291, -118.3065)"
7/19/2016 12:00,161713580,7/17/2016 12:00,2145,17,Devonshire,1779,331,THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER),IC,Invest Cont,GLORIA,NORDHOFF,"(34.2356, -118.4807)"
6/29/2016 12:00,161914158,6/29/2016 12:00,2115,19,Mission,1917,624,BATTERY - SIMPLE ASSAULT,AO,Adult Other,14060    ASTORIA                      ST,,"(34.312, -118.4383)"
11/18/2016 12:00,161921987,11/17/2016 12:00,2000,19,Mission,1984,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),IC,Invest Cont,14937    MALDEN                       ST,,"(34.2256, -118.4585)"
11/4/2016 12:00,161118728,10/27/2016 12:00,1600,11,Northeast,1162,310,BURGLARY,IC,Invest Cont,1013    BATES                        AV,,"(34.0935, -118.2842)"
1/4/2016 12:00,161504143,1/2/2016 12:00,2100,15,N Hollywood,1562,510,VEHICLE - STOLEN,IC,Invest Cont,12817    MOORPARK                     ST,,"(34.1504, -118.4116)"
2/22/2016 12:00,161506931,2/22/2016 12:00,1215,15,N Hollywood,1563,888,TRESPASSING,IC,Invest Cont,4405    CARPENTER                    AV,,"(34.1504, -118.391)"
1/19/2016 12:00,161405213,1/19/2016 12:00,100,14,Pacific,1409,888,TRESPASSING,IC,Invest Cont,8985    VENICE                       BL,,"(34.0294, -118.3881)"
1/30/2016 12:00,160405242,1/30/2016 12:00,920,4,Hollenbeck,469,901,VIOLATION OF RESTRAINING ORDER,AO,Adult Other,3422 E  3RD                          ST,,"(34.0349, -118.1965)"
6/13/2016 12:00,161216196,6/10/2016 12:00,1700,12,77th Street,1239,440,THEFT PLAIN - PETTY ($950 & UNDER),IC,Invest Cont,825 W  60TH                         ST,,"(33.9855, -118.287)"
8/31/2016 12:00,161222363,8/31/2016 12:00,700,12,77th Street,1205,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",IC,Invest Cont,1147 W  52ND                         ST,,"(33.9951, -118.2937)"
4/8/2016 12:00,160508385,4/8/2016 12:00,2020,5,Harbor,515,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",IC,Invest Cont,111 W  PACIFIC COAST                HY,,"(33.7912, -118.2633)"
11/16/2016 12:00,161119305,11/12/2016 12:00,2300,11,Northeast,1149,121,"RAPE, FORCIBLE",IC,Invest Cont,5200 N  FIGUEROA                     ST,,"(34.1063, -118.1995)"
7/12/2016 12:00,162113032,7/12/2016 12:00,1300,21,Topanga,2187,440,THEFT PLAIN - PETTY ($950 & UNDER),IC,Invest Cont,21801    VENTURA                      BL,,"(34.1684, -118.6021)"
8/10/2016 12:00,160215296,8/9/2016 12:00,1530,2,Rampart,237,510,VEHICLE - STOLEN,IC,Invest Cont,BEVERLY,UNION,"(34.0637, -118.2638)"
11/25/2016 12:00,161228346,11/24/2016 12:00,1415,12,77th Street,1241,236,SPOUSAL (COHAB) ABUSE - AGGRAVATED ASSAULT,AA,Adult Arrest,62ND                         ST,WEST                         BL,"(33.9836, -118.3352)"
3/23/2016 12:00,160807945,3/23/2016 12:00,1820,8,West LA,882,850,INDECENT EXPOSURE,IC,Invest Cont,2053    SAWTELLE                     BL,,"(34.041, -118.4437)"
1/18/2016 12:00,161405185,1/18/2016 12:00,1530,14,Pacific,1434,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",JA,Juv Arrest,PALMS,CENTINELA                    AV,"(34.0106, -118.4388)"
10/21/2016 12:00,160125756,10/21/2016 12:00,550,1,Central,181,946,OTHER MISCELLANEOUS CRIME,IC,Invest Cont,1201 S  FIGUEROA                     ST,,"(34.0423, -118.2666)"
6/30/2016 12:00,160711941,6/28/2016 12:00,2100,7,Wilshire,765,440,THEFT PLAIN - PETTY ($950 & UNDER),IC,Invest Cont,4550 W  PICO                         BL,,"(34.0485, -118.3335)"
8/8/2016 12:00,161420917,8/1/2016 12:00,1900,14,Pacific,1435,330,BURGLARY FROM VEHICLE,IC,Invest Cont,3450    BUTLER                       AV,,"(34.0145, -118.4259)"
6/5/2016 12:00,160710732,6/3/2016 12:00,1430,7,Wilshire,755,310,BURGLARY,IC,Invest Cont,5258    SAN VICENTE                  BL,,"(34.0514, -118.3479)"
1/10/2016 12:00,160704418,1/9/2016 12:00,2315,7,Wilshire,789,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",AO,Adult Other,1932    7TH                          AV,,"(34.0399, -118.3248)"
6/11/2016 12:00,161111788,6/11/2016 12:00,1540,11,Northeast,1169,940,EXTORTION,IC,Invest Cont,250 S  AVENUE 50,,"(34.1038, -118.2013)"
3/23/2016 12:00,160208248,3/22/2016 12:00,323,2,Rampart,271,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",IC,Invest Cont,PARK VIEW,OLYMPIC                      BL,"(34.0524, -118.2835)"
7/18/2016 12:00,162113292,7/18/2016 12:00,215,21,Topanga,2115,624,BATTERY - SIMPLE ASSAULT,IC,Invest Cont,TOPANGA CANYON               BL,SHERMAN                      WY,"(34.201, -118.6059)"
11/4/2016 12:00,160919777,8/30/2016 12:00,1600,9,Van Nuys,904,900,VIOLATION OF COURT ORDER,AO,Adult Other,14657    SATICOY                      ST,,"(34.2085, -118.4504)"
4/7/2016 12:00,160610277,4/7/2016 12:00,940,6,Hollywood,622,310,BURGLARY,AA,Adult Arrest,7927    HILLSIDE                     AV,,"(34.1024, -118.3616)"
5/28/2016 12:00,160911460,5/28/2016 12:00,120,9,Van Nuys,974,624,BATTERY - SIMPLE ASSAULT,IC,Invest Cont,14649    VENTURA                      BL,,"(34.1513, -118.4509)"
8/8/2016 12:00,160915129,8/7/2016 12:00,1600,9,Van Nuys,932,330,BURGLARY FROM VEHICLE,IC,Invest Cont,14950    VICTORY                      BL,,"(34.1867, -118.4575)"
8/15/2016 12:00,160121255,8/15/2016 12:00,845,1,Central,142,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),IC,Invest Cont,350 S  FIGUEROA                     ST,,"(34.0551, -118.2545)"
4/9/2016 12:00,160408259,4/7/2016 12:00,425,4,Hollenbeck,478,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,AO,Adult Other,935 S  FRESNO                       ST,,"(34.0298, -118.2056)"
8/15/2016 12:00,161714910,8/14/2016 12:00,1900,17,Devonshire,1739,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,AO,Adult Other,GAYNOR,LOS ALIMOS,"(34.2655, -118.4803)"
10/18/2016 12:00,160517420,10/18/2016 12:00,1835,5,Harbor,567,624,BATTERY - SIMPLE ASSAULT,IC,Invest Cont,252 W  15TH                         ST,,"(33.7306, -118.2814)"
11/29/2016 12:00,160128049,11/26/2016 12:00,1300,1,Central,159,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",IC,Invest Cont,405    MATEO                        ST,,"(34.042, -118.2328)"
2/25/2016 12:00,161207836,2/25/2016 12:00,1100,12,77th Street,1245,331,THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER),IC,Invest Cont,1004 W  65TH                         ST,,"(33.9806, -118.2918)"
2/21/2016 12:00,161306888,2/21/2016 12:00,2140,13,Newton,1322,626,SPOUSAL(COHAB) ABUSE - SIMPLE ASSAULT,AO,Adult Other,606 E  21ST                         ST,,"(34.0268, -118.2605)"
5/13/2016 12:00,160114546,5/12/2016 12:00,2330,1,Central,138,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",IC,Invest Cont,4TH                          ST,CROCKER,"(34.0444, -118.2407)"
6/6/2016 12:00,161010758,6/6/2016 12:00,140,10,West Valley,1039,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,AA,Adult Arrest,6710    WOODLEY                      AV,,"(34.1921, -118.4836)"
1/5/2016 12:00,162104130,1/4/2016 12:00,1600,21,Topanga,2149,330,BURGLARY FROM VEHICLE,IC,Invest Cont,19701    VANOWEN                      ST,,"(34.1938, -118.5623)"
6/4/2016 12:00,160811284,6/4/2016 12:00,2300,8,West LA,829,210,ROBBERY,IC,Invest Cont,SANTA MONICA                 BL,ENSLEY,"(34.0601, -118.4206)"
5/22/2016 12:00,160115194,5/21/2016 12:00,1500,1,Central,182,330,BURGLARY FROM VEHICLE,IC,Invest Cont,12TH                         ST,OLIVE,"(34.0395, -118.2622)"
2/13/2016 12:00,160806131,2/8/2016 12:00,900,8,West LA,883,956,"LETTERS, LEWD",AO,Adult Other,2303 S  SEPULVEDA                    BL,,"(34.0387, -118.4366)"
8/8/2016 12:00,160413472,8/2/2016 12:00,1300,4,Hollenbeck,443,440,THEFT PLAIN - PETTY ($950 & UNDER),IC,Invest Cont,1333    SAN PABLO                    ST,,"(34.0594, -118.2046)"
11/9/2016 12:00,161616226,11/3/2016 12:00,1100,16,Foothill,1651,354,THEFT OF IDENTITY,IC,Invest Cont,9711    OMELVENY                     AV,,"(34.246, -118.4142)"
11/16/2016 12:00,161921818,3/18/2016 12:00,1200,19,Mission,1954,354,THEFT OF IDENTITY,IC,Invest Cont,15247    LEMARSH                      ST,,"(34.2554, -118.463)"
6/21/2016 12:00,161813160,6/21/2016 12:00,300,18,Southeast,1829,510,VEHICLE - STOLEN,IC,Invest Cont,103RD                        ST,WEIGAND                      ST,"(33.9431, -118.2296)"
5/1/2016 12:00,161412804,4/29/2016 12:00,1700,14,Pacific,1432,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),IC,Invest Cont,1415    LINCOLN                      BL,,"(33.9978, -118.4605)"
9/4/2016 12:00,160122668,9/3/2016 12:00,100,1,Central,157,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",IC,Invest Cont,566 S  SAN PEDRO                    ST,,"(34.0442, -118.2439)"
9/3/2016 12:00,160619240,9/2/2016 12:00,2330,6,Hollywood,659,310,BURGLARY,IC,Invest Cont,1323 N  HARVARD                      BL,,"(34.0951, -118.3044)"
5/17/2016 12:00,160810401,5/17/2016 12:00,2100,8,West LA,827,320,"BURGLARY, ATTEMPTED",IC,Invest Cont,11769    CHENAULT                     ST,,"(34.0563, -118.4676)"
5/7/2016 12:00,160114101,5/7/2016 12:00,1200,1,Central,191,440,THEFT PLAIN - PETTY ($950 & UNDER),IC,Invest Cont,1100 W  PICO                         BL,,"(34.0419, -118.2708)"
3/14/2016 12:00,161308158,3/14/2016 12:00,805,13,Newton,1365,762,LEWD CONDUCT,IC,Invest Cont,1380 E  50TH                         ST,,"(33.9975, -118.2521)"
6/20/2016 12:00,160912638,6/8/2016 12:00,1,9,Van Nuys,904,440,THEFT PLAIN - PETTY ($950 & UNDER),IC,Invest Cont,7214    SEPULVEDA                    BL,,"(34.2012, -118.4662)"
3/12/2016 12:00,162107173,3/12/2016 12:00,715,21,Topanga,2145,310,BURGLARY,IC,Invest Cont,6443    TOPANGA CANYON               BL,,"(34.187, -118.6059)"
2/10/2016 12:00,160206126,2/9/2016 12:00,1945,2,Rampart,239,510,VEHICLE - STOLEN,IC,Invest Cont,138 N  BEAUDRY                      AV,,"(34.0591, -118.2542)"
6/20/2016 12:00,162112017,6/20/2016 12:00,700,21,Topanga,2189,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",IC,Invest Cont,5480    QUAKERTOWN                   AV,,"(34.1681, -118.5696)"
11/19/2016 12:00,160920544,11/19/2016 12:00,445,9,Van Nuys,981,210,ROBBERY,IC,Invest Cont,15270    SUTTON                       ST,,"(34.1496, -118.4647)"
5/4/2016 12:00,160910318,5/3/2016 12:00,2350,9,Van Nuys,985,956,"LETTERS, LEWD",AO,Adult Other,4416    LENNOX                       AV,,"(34.1514, -118.4454)"
1/19/2016 12:00,160504808,1/16/2016 12:00,2300,5,Harbor,583,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),IC,Invest Cont,2705    AVERILL                      AV,,"(33.7192, -118.3085)"
6/9/2016 12:00,162011850,5/27/2016 12:00,1200,20,Olympic,2025,354,THEFT OF IDENTITY,IC,Invest Cont,345 S  ALEXANDRIA                   AV,,"(34.0691, -118.2979)"
2/19/2016 12:00,160307180,2/19/2016 12:00,735,3,Southwest,393,236,SPOUSAL (COHAB) ABUSE - AGGRAVATED ASSAULT,AO,Adult Other,4231    DEGNAN                       BL,,"(34.0085, -118.3314)"
8/18/2016 12:00,161516702,8/12/2016 12:00,1500,15,N Hollywood,1599,354,THEFT OF IDENTITY,IC,Invest Cont,3450    CAHUENGA                     BL,,"(34.1316, -118.352)"
10/14/2016 12:00,160125345,10/14/2016 12:00,2220,1,Central,181,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",AA,Adult Arrest,1111 S  FIGUEROA                     ST,,"(34.0437, -118.2652)"
11/8/2016 12:00,161118975,11/8/2016 12:00,1900,11,Northeast,1162,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",IC,Invest Cont,1300 N  VERMONT                      AV,,"(34.0956, -118.2918)"
10/22/2016 12:00,160517573,10/21/2016 12:00,2200,5,Harbor,557,510,VEHICLE - STOLEN,IC,Invest Cont,215 S  GAFFEY                       ST,,"(33.7424, -118.2923)"
11/19/2016 12:00,162019888,11/18/2016 12:00,2300,20,Olympic,2027,330,BURGLARY FROM VEHICLE,IC,Invest Cont,3325    WILSHIRE                     BL,,"(34.0618, -118.2941)"
5/4/2016 12:00,160113816,5/4/2016 12:00,625,1,Central,101,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,AO,Adult Other,916    CENTENNIAL                   ST,,"(34.0669, -118.2458)"
7/15/2016 12:00,160800837,7/15/2016 12:00,1810,8,West LA,852,649,DOCUMENT FORGERY / STOLEN FELONY,IC,Invest Cont,11628    SANTA MONICA                 BL,,"(34.0447, -118.454)"
2/13/2016 12:00,160107520,2/13/2016 12:00,2345,1,Central,135,624,BATTERY - SIMPLE ASSAULT,IC,Invest Cont,114 E  2ND                          ST,,"(34.051, -118.2445)"
7/30/2016 12:00,160120096,7/29/2016 12:00,1930,1,Central,182,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),IC,Invest Cont,1000 S  GRAND                        AV,,"(34.043, -118.2606)"
5/8/2016 12:00,161213342,5/7/2016 12:00,2145,12,77th Street,1208,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,AA,Adult Arrest,633 W  51ST                         ST,,"(33.9965, -118.2842)"
9/2/2016 12:00,161222330,9/1/2016 12:00,2000,12,77th Street,1239,510,VEHICLE - STOLEN,IC,Invest Cont,5914 S  HOOVER                       ST,,"(33.9874, -118.287)"
1/9/2016 12:00,161204523,1/8/2016 12:00,1825,12,77th Street,1233,624,BATTERY - SIMPLE ASSAULT,IC,Invest Cont,1830 W  SLAUSON                      AV,,"(33.9892, -118.3089)"
6/10/2016 12:00,161812536,5/31/2016 12:00,1100,18,Southeast,1849,510,VEHICLE - STOLEN,IC,Invest Cont,11455 S  MONA                         BL,,"(33.9312, -118.2308)"
1/26/2016 12:00,161105533,1/26/2016 12:00,1800,11,Northeast,1133,662,"BUNCO, GRAND THEFT",IC,Invest Cont,3022    SILVER LAKE                  BL,,"(34.1095, -118.256)"
2/28/2016 12:00,160806764,2/28/2016 12:00,2030,8,West LA,833,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",IC,Invest Cont,GLENDON,WILSHIRE,"(34.0572, -118.4417)"
7/3/2016 12:00,161514271,7/2/2016 12:00,1800,15,N Hollywood,1517,440,THEFT PLAIN - PETTY ($950 & UNDER),IC,Invest Cont,11301    HARTLAND                     ST,,"(34.1952, -118.377)"
5/6/2016 12:00,161009428,5/6/2016 12:00,1650,10,West Valley,1007,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",AO,Adult Other,SATICOY                      ST,BALBOA                       BL,"(34.2084, -118.5011)"
8/23/2016 12:00,161816569,8/22/2016 12:00,1900,18,Southeast,1801,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),IC,Invest Cont,9207    BARING CROSS                 AV,,"(33.9528, -118.2893)"
3/29/2016 12:00,160808082,3/14/2016 12:00,730,8,West LA,807,310,BURGLARY,IC,Invest Cont,1917    BENEDICT CANYON              DR,,"(34.1049, -118.4366)"
2/22/2016 12:00,160506534,2/22/2016 12:00,2020,5,Harbor,522,860,BATTERY WITH SEXUAL CONTACT,IC,Invest Cont,606    BAYVIEW                      AV,,"(33.7767, -118.27)"
9/14/2016 12:00,160619930,9/14/2016 12:00,2005,6,Hollywood,648,210,ROBBERY,AA,Adult Arrest,WILTON,HOLLYWOOD                    BL,"(34.1017, -118.3136)"
7/10/2016 12:00,160412256,7/10/2016 12:00,1030,4,Hollenbeck,468,626,SPOUSAL(COHAB) ABUSE - SIMPLE ASSAULT,IC,Invest Cont,3339 E  4TH                          ST,,"(34.0345, -118.198)"
1/19/2016 12:00,162104767,1/12/2016 12:00,1630,21,Topanga,2118,440,THEFT PLAIN - PETTY ($950 & UNDER),IC,Invest Cont,WINNETKA                     AV,ROSCOE                       BL,"(34.2202, -118.571)"
2/4/2016 12:00,161406356,2/4/2016 12:00,1530,14,Pacific,1431,310,BURGLARY,IC,Invest Cont,510    RIALTO                       AV,,"(33.9891, -118.4673)"
12/1/2016 12:00,160921123,11/30/2016 12:00,1730,9,Van Nuys,935,510,VEHICLE - STOLEN,IC,Invest Cont,14119    DELANO                       ST,,"(34.1827, -118.44)"
2/18/2016 12:00,160107903,2/18/2016 12:00,2345,1,Central,182,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),IC,Invest Cont,9TH                          ST,HOPE,"(34.0451, -118.2604)"
4/20/2016 12:00,161809613,4/19/2016 12:00,1400,18,Southeast,1849,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",IC,Invest Cont,113TH,GORMAN,"(33.9325, -118.2318)"
7/20/2016 12:00,161713648,7/20/2016 12:00,1000,17,Devonshire,1728,310,BURGLARY,IC,Invest Cont,10801    RESEDA                       BL,,"(34.2666, -118.5361)"
8/24/2016 12:00,161715418,8/24/2016 12:00,1610,17,Devonshire,1788,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),IC,Invest Cont,8999    BALBOA                       BL,,"(34.2321, -118.5026)"
7/18/2016 12:00,162113326,7/16/2016 12:00,1,21,Topanga,2172,440,THEFT PLAIN - PETTY ($950 & UNDER),IC,Invest Cont,23212    BURBANK                      BL,,"(34.1719, -118.6321)"
1/15/2016 12:00,160605296,1/15/2016 12:00,2330,6,Hollywood,646,946,OTHER MISCELLANEOUS CRIME,IC,Invest Cont,6356    HOLLYWOOD                    BL,,"(34.1016, -118.3267)"
6/21/2016 12:00,162112031,6/21/2016 12:00,430,21,Topanga,2175,440,THEFT PLAIN - PETTY ($950 & UNDER),IC,Invest Cont,5985    TOPANGA CANYON               BL,,"(34.1773, -118.605)"
11/9/2016 12:00,161616812,11/9/2016 12:00,1115,16,Foothill,1651,354,THEFT OF IDENTITY,AA,Adult Arrest,9767    LAUREL CANYON                BL,,"(34.2459, -118.4185)"
4/23/2016 12:00,160611275,4/22/2016 12:00,130,6,Hollywood,638,310,BURGLARY,IC,Invest Cont,1745 N  WESTERN                      AV,,"(34.1017, -118.3093)"
7/5/2016 12:00,161012213,7/4/2016 12:00,1800,10,West Valley,1083,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",IC,Invest Cont,4770    BREWSTER                     DR,,"(34.1575, -118.5392)"
1/21/2016 12:00,160105722,1/21/2016 12:00,1955,1,Central,157,210,ROBBERY,IC,Invest Cont,7TH,SAN PEDRO,"(34.0401, -118.2459)"
8/2/2016 12:00,160120318,8/2/2016 12:00,1450,1,Central,143,350,"THEFT, PERSON",IC,Invest Cont,5TH                          ST,BROADWAY,"(34.0481, -118.2507)"
5/2/2016 12:00,161608881,4/30/2016 12:00,930,16,Foothill,1658,310,BURGLARY,IC,Invest Cont,6940    VALMONT                      ST,,"(34.2519, -118.2816)"
8/21/2016 12:00,161014426,8/17/2016 12:00,1050,10,West Valley,1008,440,THEFT PLAIN - PETTY ($950 & UNDER),IC,Invest Cont,16213    GILMORE                      ST,,"(34.1876, -118.4858)"
2/10/2016 12:00,161005693,2/10/2016 12:00,50,10,West Valley,1024,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),AO,Adult Other,18842    LEMAY                        ST,,"(34.1917, -118.5426)"
4/17/2016 12:00,161211674,4/17/2016 12:00,830,12,77th Street,1283,210,ROBBERY,AA,Adult Arrest,1937 W  93RD                         ST,,"(33.952, -118.3117)"
4/24/2016 12:00,160209735,4/24/2016 12:00,2016,2,Rampart,246,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),IC,Invest Cont,560 S  ALVARADO                     ST,,"(34.0604, -118.2744)"
6/21/2016 12:00,162112067,5/1/2016 12:00,1200,21,Topanga,2125,649,DOCUMENT FORGERY / STOLEN FELONY,IC,Invest Cont,7912    OWENSMOUTH                   AV,,"(34.2137, -118.6016)"
8/13/2016 12:00,161714875,8/13/2016 12:00,336,17,Devonshire,1767,623,BATTERY POLICE (SIMPLE),AA,Adult Arrest,18240    SUPERIOR                     ST,,"(34.2464, -118.5299)"
10/23/2016 12:00,161118145,3/1/2016 12:00,1700,11,Northeast,1119,354,THEFT OF IDENTITY,IC,Invest Cont,1101    GLEN ARBOR                   AV,,"(34.1342, -118.187)"
8/15/2016 12:00,161714908,8/15/2016 12:00,1650,17,Devonshire,1767,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),IC,Invest Cont,9705    RESEDA                       BL,,"(34.2464, -118.5361)"
9/20/2016 12:00,160217455,9/20/2016 12:00,1100,2,Rampart,248,624,BATTERY - SIMPLE ASSAULT,IC,Invest Cont,1630 W  3RD                          ST,,"(34.0599, -118.2655)"
7/27/2016 12:00,160914530,7/17/2016 12:00,1152,9,Van Nuys,904,440,THEFT PLAIN - PETTY ($950 & UNDER),IC,Invest Cont,14920    RAYMER                       ST,,"(34.2131, -118.4584)"
6/6/2016 12:00,160314528,6/2/2016 12:00,1100,3,Southwest,358,480,BIKE - STOLEN,IC,Invest Cont,3501    TROUSDALE                    PY,,"(34.0215, -118.2868)"
7/19/2016 12:00,161219079,7/19/2016 12:00,2140,12,77th Street,1241,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",IC,Invest Cont,VICTORIA                     AV,HYDE PARK                    BL,"(33.9806, -118.3323)"
6/12/2016 12:00,160411073,6/11/2016 12:00,2255,4,Hollenbeck,478,626,SPOUSAL(COHAB) ABUSE - SIMPLE ASSAULT,IC,Invest Cont,935 S  DACOTAH                      ST,,"(34.0302, -118.2065)"
8/16/2016 12:00,160501004,8/15/2016 12:00,1200,5,Harbor,563,350,"THEFT, PERSON",IC,Invest Cont,GRAND,13TH,"(33.7324, -118.2902)"
4/30/2016 12:00,160311981,4/29/2016 12:00,2245,3,Southwest,361,437,RESISTING ARREST,AA,Adult Arrest,3904    GIBRALTAR                    AV,,"(34.0161, -118.3547)"
10/11/2016 12:00,160125128,10/11/2016 12:00,1715,1,Central,195,626,SPOUSAL(COHAB) ABUSE - SIMPLE ASSAULT,AA,Adult Arrest,1839 S  MAIN                         ST,,"(34.0317, -118.2641)"
2/19/2016 12:00,160806263,2/18/2016 12:00,1645,8,West LA,815,310,BURGLARY,IC,Invest Cont,229    TAVISTOCK                    AV,,"(34.0728, -118.4597)"
5/16/2016 12:00,161511519,5/16/2016 12:00,1230,15,N Hollywood,1549,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),IC,Invest Cont,5416    FAIR                         AV,,"(34.1685, -118.3743)"
3/4/2016 12:00,161307579,3/4/2016 12:00,650,13,Newton,1309,928,THREATENING PHONE CALLS/LETTERS,IC,Invest Cont,940 S  ALAMEDA                      ST,,"(34.0276, -118.2391)"
2/5/2016 12:00,161306015,2/4/2016 12:00,1600,13,Newton,1351,440,THEFT PLAIN - PETTY ($950 & UNDER),IC,Invest Cont,4252 S  GRAND                        AV,,"(34.0074, -118.2805)"
4/28/2016 12:00,161810071,3/25/2016 12:00,1325,18,Southeast,1801,903,CONTEMPT OF COURT,IC,Invest Cont,9141 S  FIGUEROA                     ST,,"(33.9543, -118.2827)"
6/19/2016 12:00,161314078,6/19/2016 12:00,1520,13,Newton,1367,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),IC,Invest Cont,52ND                         ST,LONG BEACH,"(33.9957, -118.2435)"
10/19/2016 12:00,162117918,10/18/2016 12:00,1800,21,Topanga,2155,510,VEHICLE - STOLEN,IC,Invest Cont,22122    ERWIN                        ST,,"(34.1829, -118.6077)"
11/17/2016 12:00,160417738,11/17/2016 12:00,2220,4,Hollenbeck,421,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",IC,Invest Cont,BROADWAY,AVENUE 19,"(34.0721, -118.2213)"
11/20/2016 12:00,161719944,11/20/2016 12:00,1500,17,Devonshire,1795,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),IC,Invest Cont,17728    PARTHENIA                    ST,,"(34.2286, -118.5201)"
6/9/2016 12:00,161416210,6/9/2016 12:00,1835,14,Pacific,1494,440,THEFT PLAIN - PETTY ($950 & UNDER),IC,Invest Cont,6701 W  IMPERIAL                     HY,,"(33.9314, -118.4079)"
4/19/2016 12:00,161211868,4/19/2016 12:00,1300,12,77th Street,1245,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",IC,Invest Cont,RAYMOND,71ST,"(33.9754, -118.2981)"
1/18/2016 12:00,161405198,1/18/2016 12:00,1954,14,Pacific,1485,210,ROBBERY,AA,Adult Arrest,8739 S  SEPULVEDA                    BL,,"(33.9586, -118.3962)"
10/12/2016 12:00,160817084,10/12/2016 12:00,800,8,West LA,839,330,BURGLARY FROM VEHICLE,IC,Invest Cont,1925    CENTURY PARK,,"(34.0577, -118.4201)"
2/8/2016 12:00,161906070,2/8/2016 12:00,1110,19,Mission,1988,900,VIOLATION OF COURT ORDER,IC,Invest Cont,13165    TONOPAH                      ST,,"(34.2293, -118.4176)"
8/25/2016 12:00,161613182,8/25/2016 12:00,1100,16,Foothill,1684,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",IC,Invest Cont,WEBB                         AV,STRATHERN                    ST,"(34.2157, -118.391)"
